,Name,Type,Link,Latitude,Longitude,ImageUrl,Description
223,Manisa,Greek,https://en.wikipedia.org//wiki/Manisa,38°37′50″N,27°25′20″E,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Ulu_Cami_%C3%B6n%C3%BCnden_Manisa%27n%C4%B1n_g%C3%B6r%C3%BCn%C3%BC%C5%9F%C3%BC_2010.jpg/800px-Ulu_Cami_%C3%B6n%C3%BCnden_Manisa%27n%C4%B1n_g%C3%B6r%C3%BCn%C3%BC%C5%9F%C3%BC_2010.jpg,"Manisa (Turkish pronunciation: [maˈnisa]), historically known as Magnesia (Greek: Μαγνησία), is a large city in Turkey's Aegean Region and the administrative seat of Manisa Province.
"
224,Marpessos,Greek,https://en.wikipedia.org//wiki/Marpessos,39°52′49″N,26°31′13″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Marpessos (Ancient Greek: Μάρπησσος) was a settlement in the middle Skamander valley of the Troad region of Anatolia. The settlement's name is also spelled Μαρμησσός, Μαρμισσός, Μερμησσός in ancient sources. It was known in Classical antiquity primarily as the birthplace of the Hellespontine Sibyl Herophile. Its site has been located at Dam Dere approximately 2 km SE of the village of Zerdalilik in the Bayramiç district of Çanakkale Province in Turkey.[1] Despite the similarity of its name and its location on Mount Ida, the settlement is apparently unrelated to the mythological figure Marpessa and her husband Idas. It should likewise not be confused with the Mount Marpessa on Paros.[2]
"
225,Meloë (Isauria),Greek,https://en.wikipedia.org//wiki/Melo%C3%AB_(Isauria),36°45′33″N,33°20′59″E,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Brue%2C_Adrien_Hubert%2C_Asie-Mineure%2C_Armenie%2C_Syrie%2C_Mesopotamie%2C_Caucase._1839._%28EC%29.jpg/589px-Brue%2C_Adrien_Hubert%2C_Asie-Mineure%2C_Armenie%2C_Syrie%2C_Mesopotamie%2C_Caucase._1839._%28EC%29.jpg,"Meloë (Ancient Greek: Μελόη) was a town in ancient Isauria. Meloë is a titular see of the Roman Catholic Church.[1]
"
226,Meloë (Lycia),Greek,https://en.wikipedia.org//wiki/Melo%C3%AB_(Lycia),,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg/643px-Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg,"Meloë (Ancient Greek: Μελόη) was a town in ancient Lycia, located near Cape Kilidonia.[1]
"
227,Mersin,Greek,https://en.wikipedia.org//wiki/Mersin,36°48′N,34°38′E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"Mersin (pronounced [ˈmæɾsin], Greek: Μυρσίνη) is a large city and a port on the Mediterranean coast of southern Turkey. It is part of an interurban agglomeration, the Adana-Mersin Metropolitan Area, and lies on the western part of Çukurova, a geographical, economic and cultural region.
"
228,Metropolis (Anatolia),Greek,https://en.wikipedia.org//wiki/Metropolis_(Anatolia),38°07′30″N,27°19′21″E,,"The classical city of Metropolis (Ancient Greek: Μητρόπολις) is situated in western Turkey near Yeniköy village in Torbali municipality - approximately 40 km SE of Izmir. Occupation at the site goes back to the Neolithic period. The Hittite period is also attested.[citation needed]
"
229,Metropolis (northern Phrygia),Greek,https://en.wikipedia.org//wiki/Metropolis_(northern_Phrygia),39°10′17″N,30°37′41″E,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Heinrich_Kiepert._Asia_citerior.Phrygia.jpg/541px-Heinrich_Kiepert._Asia_citerior.Phrygia.jpg,"Metropolis (Ancient Greek: Μητρόπολις) was an ancient town in the north of Phrygia, and, as the name seems to indicate, a capital of the ancient kings of Phrygia, though Stephanus of Byzantium derives the name from the mother of the gods.[1] It was situated to the north of Synnada (Athen. 13.574.), and must not be confounded with another town of the same name in the south of Phrygia.[2] Its site is, in all probability, indicated by the ruins of Pismesh Kalasi, north of Doganlu, which show a very antique style of architecture, and mainly consist of tombs cut into the rocks; one of these tombs is that of king Midas. Although William Martin Leake is inclined to think that these ruins mark the site of Nicoleia;[3] William Smith credits other travelers who identify them with Metropolis.[4][5] From the extent of the ruins, it would seem that in the time of the Roman emperors Metropolis was an important town; but afterwards it declined, though it is still mentioned by Hierocles.[6]
"
230,Milas,Greek,https://en.wikipedia.org//wiki/Milas,37°19′N,27°47′E,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/48220_Kultak-Milas-Mu%C4%9Fla%2C_Turkey_-_panoramio_%284%29.jpg/800px-48220_Kultak-Milas-Mu%C4%9Fla%2C_Turkey_-_panoramio_%284%29.jpg,"Milas (Ancient Greek: Μύλασα, Mylasa) is an ancient city and the seat of the district of the same name in Muğla Province in southwestern Turkey. The city commands a region with an active economy and very rich in history and ancient remains, the territory of Milas containing a remarkable twenty-seven archaeological sites of note.[3] The city was the first capital of ancient Caria and of the Anatolian beylik of Menteşe in mediaeval times. The nearby Mausoleum of Hecatomnus is classified as a tentative UNESCO World Heritage Site.[4]
"
231,Miletus,Greek,https://en.wikipedia.org//wiki/Miletus,37°31′49″N,27°16′42″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Turkey_relief_location_map.jpg/800px-Turkey_relief_location_map.jpg,"Miletus (/maɪˈliːtəs/; Greek: Μῑ́λητος, romanized: Mīlētos; Hittite transcription Millawanda or Milawata (exonyms); Latin: Miletus; Turkish: Milet) was an ancient Greek city on the western coast of Anatolia, near the mouth of the Maeander River in ancient Caria.[3][4][5] Its ruins are located near the modern village of Balat in Aydın Province, Turkey. Before the Persian invasion in the middle of the 6th century BC, Miletus was considered among the greatest and wealthiest of Greek cities.[6][7]
"
232,"Misthi, Cappadocia",Greek,"https://en.wikipedia.org//wiki/Misthi,_Cappadocia",,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Crystal_Clear_app_kedit.svg/128px-Crystal_Clear_app_kedit.svg.png,"Misthi or  Misti, was a Greek city in the region of Cappadocia, in what is now Turkey. It was situated 82 kilometres southwest of the regional capital of Caesarea (Greek: Καισαρεία), nowadays Kayseri, Turkey, and belonged administratively to the nearby city of Nigde, 26 kilometres north-northwest and at an altitude of 1380 metres above sea level.
"
233,Mostene,Greek,https://en.wikipedia.org//wiki/Mostene,38°30′37″N,27°32′37″E,,"Mostene (Μοστήνη), also called Mosteni or Mostenoi (Μοστηνοί), or Mostina (Μόστινα), or Mustene or Moustene (Μουστήνη), is a Roman and Byzantine era city in the Hyrcanian plain of ancient Lydia.[1] The town minted its own coin of which many examples exist today.[2] In 17 CE the city was hit by an earthquake[3] and was assisted with relief from Tiberius.
"
234,Muğla,Greek,https://en.wikipedia.org//wiki/Mu%C4%9Fla,37°13′N,28°22′E,,"
"
235,Myndus,Greek,https://en.wikipedia.org//wiki/Myndus,37°3′11″N,27°14′0″E,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Myndos.jpg/800px-Myndos.jpg,"Myndus (/ˈmɪndəs/) or Myndos (Greek: Μύνδος) was an ancient Dorian colony of Troezen, on the coast of Caria in Asia Minor, (Turkey), sited on the Bodrum Peninsula, a few miles northwest of Halicarnassus. The site is now occupied by the modern village of Gümüslük.
"
236,Myra,Greek,https://en.wikipedia.org//wiki/Myra,36°15′33″N,29°59′07″E,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Myra_theatre.jpg/799px-Myra_theatre.jpg,"Myra  (Ancient Greek: Μύρα, Mýra) was an ancient Greek, then Roman Greek, Byzantine Greek, then Ottoman Greek town in Lycia, which became the small Turkish town of Kale, renamed Demre in 2005, in the present-day Antalya Province of Turkey. In 1923, its Greek inhabitants had been required to leave by the Population exchange between Greece and Turkey, at which time its church was finally abandoned. It was founded on the river Myros (Ancient Greek: Μύρος; Turkish: Demre Çay), in the fertile alluvial plain between Alaca Dağ, the Massikytos range and the Aegean Sea.
"
237,Myriandus,Greek,https://en.wikipedia.org//wiki/Myriandus,36°29′39″N,36°01′27″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Myriandus (Greek: Μυρίανδος Mūríandos, from Hittite mūri-, ""grape cluster"", and -anda, a place name suffix; by folk etymology with Greek andr-, ""man"", also spelled Myriandrus: Μυρίανδρος Mūríandros)[1][2] was an ancient Phoenician port on the Mediterranean Sea's Gulf of Alexandretta. Its ruins are located near the modern city of İskenderun in southern Turkey.
"
238,Myrina (Aeolis),Greek,https://en.wikipedia.org//wiki/Myrina_(Aeolis),38°50′43″N,26°59′4″E,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Erkmen_se_MarchesAliagaTurkey.jpg/800px-Erkmen_se_MarchesAliagaTurkey.jpg,"Myrina (Ancient Greek: Μυρίνα) was one of the Aeolian cities on the western coast of Mysia, about 40 stadia to the southwest of Gryneion.[1] The former bishopric is now a Latin Catholic titular see.
"
239,Myus,Greek,https://en.wikipedia.org//wiki/Myus,37°35′44″N,27°25′46″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Bafa_lake3.JPG/800px-Bafa_lake3.JPG,"Myus (Ancient Greek: Μυοῦς), sometimes Myous or Myos, was an ancient Greek city in Caria. It was one of twelve major settlements of the Ionian League. The city was said to have been founded by Cyaretus (Ancient Greek: Κυάρητος) (sometimes called Cydrelus), a son of Codrus.[1][2] Myus was located on a small peninsula at the coast of the Aegean Sea, but it now lies inland due to the sediment deposited by the Maeander River over many centuries. The site of the city lies north of the modern village Avşar in the Söke district of Aydın Province, Turkey
"
240,Nagidos,Greek,https://en.wikipedia.org//wiki/Nagidos,36°05′59″N,32°58′41″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Mersin_Archaeological_Museum_3.jpg/459px-Mersin_Archaeological_Museum_3.jpg,"Nagidos (Ancient Greek: Νάγιδος; Latin: Nagidus) was an ancient city of Cilicia. In ancient times it was located between Anemurion to the west and Arsinoe to the east.[1] Today its ruins are found on the hill named Paşabeleni at the mouth of the Sini Cay (Bozyazı Dere) near Bozyazı in Mersin Province, Turkey. It lies at a distance of ca. 20 km to the east of Anamur. Like its eastern neighbor Kelenderis, it was a colony of Samos.[2] The small island of Nagidoussa is opposite Nagidos; on it are the ruins of an Ottoman fortress.
"
241,Neandreia,Greek,https://en.wikipedia.org//wiki/Neandreia,39°43′03″N,26°17′04″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Neandreia (Ancient Greek: Νεάνδρεια), Neandrium or Neandrion (Νεάνδριον), also known as Neandrus or Neandros (Νέανδρος),[1] was a Greek city in the south-west of the Troad region of Anatolia. Its site has been located on Çığrı Dağ, about 9 km east of the remains of the ancient city of Alexandria Troas in the Ezine district of Çanakkale province, Turkey (based on the work of John Manuel Cook).[2] The site was first identified as Neandreia by Frank Calvert in 1865 and Joseph Thacher Clarke in 1886 and was first excavated by the German architect Robert Koldewey when he excavated in 1889.[3]
"
242,Nicaea,Greek,https://en.wikipedia.org//wiki/Nicaea,40°25.74′N,29°43.17′E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Nicaea_theatre_990.jpg/800px-Nicaea_theatre_990.jpg,"Nicaea or Nicea (/naɪˈsiːə/; Greek: Νίκαια, Níkaia) was an ancient Greek city in northwestern Anatolia and is primarily known as the site of the First and Second Councils of Nicaea (the first and seventh Ecumenical councils in the early history of the Christian Church), the Nicene Creed (which comes from the First Council), and as the capital city of the Empire of Nicaea following the Fourth Crusade in 1204, until the recapture of Constantinople by the Byzantines in 1261.
"
243,Nicomedia,Greek,https://en.wikipedia.org//wiki/Nicomedia,40°45′45″N,29°55′03″E,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Grande_rue_de_Nicom%C3%A9die_-_Texier_Charles_F%C3%A9lix_Marie_-_1882.jpg/800px-Grande_rue_de_Nicom%C3%A9die_-_Texier_Charles_F%C3%A9lix_Marie_-_1882.jpg,"Nicomedia (/ˌnɪkəˈmiːdiə/;[1] Greek: Νικομήδεια, Nikomedeia; modern İzmit) was an ancient Greek city located in what is now Turkey. In 286 Nicomedia became the eastern and most senior capital city of the Roman Empire (chosen by Diocletian who assumed the title Augustus of the East), a status which the city maintained during the Tetrarchy system (293–324). 
"
244,Niğde Province,Greek,https://en.wikipedia.org//wiki/Ni%C4%9Fde_Province,37°54′57″N,34°41′37″E,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Ni%C4%9Fde_in_Turkey.svg/800px-Ni%C4%9Fde_in_Turkey.svg.png,"Niğde Province (Turkish: Niğde ili)  is a province in the southern part of Central Anatolia, Turkey. Population is 341,412 (2013 est) of which 141,360 live in the city of Niğde. The population was 348,081 in 2000 and 305,861 in 1990. It covers an area of 7,312 km2.  Neighbouring provinces are Kayseri, Adana, Mersin, Konya, Aksaray and Nevşehir.
"
245,Niksar,Greek,https://en.wikipedia.org//wiki/Niksar,40°35′0″N,36°58′0″E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"Niksar is a city in Tokat Province, Turkey. It was settled by many empires, being once the capital city of the province. Niksar is known as ""Çukurova of the North-Anatolia"" due to its production of many kinds of fruits and vegetables except citrus fruits.[by whom?] On May 2, 2018, Niksar was included in the World Heritage tentative list.[3]
"
246,Nisa (Lycia),Greek,https://en.wikipedia.org//wiki/Nisa_(Lycia),36°26′29″N,29°37′35″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg/643px-Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg,"Nisa (Ancient Greek: Νίσα or Νίσσα), also Nyssa (Νύσσα) or Nysa (Νύσα) or Neisa (Νείσα),[1]  was a town in ancient Lycia near the source of the River Xanthus.[2][3][4][5][6]
"
247,Notion (ancient city),Greek,https://en.wikipedia.org//wiki/Notion_(ancient_city),37°59′34″N,27°11′51″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Notion or Notium (Ancient Greek Νότιον, 'southern') was a Greek city-state on the west coast of Anatolia; it is about 50 kilometers (31 mi) south of Izmir in modern Turkey, on the Gulf of Kuşadası. Notion was located on a hill from which the sea was visible; it served as a port for nearby Colophon and Claros, and pilgrims frequently passed through on their way to the oracle of Apollo at Claros. There are still remains of the defense walls, necropolis, temple, agora, and theater. The ruins of the city are now found east of the modern town Ahmetbeyli in the Menderes district of Izmir Province, Turkey.
"
248,Nusaybin,Greek,https://en.wikipedia.org//wiki/Nusaybin,37°04′31.2″N,41°12′56.5″E,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Nusaybin364.jpg/489px-Nusaybin364.jpg,"Nusaybin (pronounced [nuˈsajbin]; Kurdish: Nisêbîn‎[5]; Arabic: نُصَيْبِيْن‎, romanized: Nuṣaybīn; Syriac: ܢܨܝܒܝܢ‎, romanized: Nṣībīn),[6] historically known as Nisibis (Greek: Νίσιβις, translit. Nísibis) or Nesbin,[7][8] is a city in Mardin Province, Turkey. The population of the city is 83,832[9] as of 2009 and is predominantly Kurdish. Nusaybin is separated from the larger Kurdish-majority city of Qamishli by the Syria–Turkey border.[10][11]
"
249,Nysa on the Maeander,Greek,https://en.wikipedia.org//wiki/Nysa_on_the_Maeander,37°54′06″N,28°08′48″E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Nysa%2C_Anatolia.JPG/800px-Nysa%2C_Anatolia.JPG,"Nysa on the Maeander (Greek: Νύσα or Νύσσα) was an ancient city and bishopric of Asia Minor, whose remains are in the Sultanhisar district of Aydın Province of Turkey, 50 kilometres (31 mi) east of the Ionian city of Ephesus, and which remains a Latin Catholic titular see.
"
250,Oenoanda,Greek,https://en.wikipedia.org//wiki/Oenoanda,36°48′33″N,29°32′59″E,,"Oenoanda or Oinoanda (Greek: τὰ Οἰνόανδα) was an ancient Greek city in Lycia, in the upper valley of the River Xanthus. It is noted for the philosophical inscription by the Epicurean, Diogenes of Oenoanda. The ruins of the city lie west of the modern village İncealiler in the Fethiye district of Muğla Province, Turkey, which partly overlies the ancient site.
"
251,Öküzlü,Greek,https://en.wikipedia.org//wiki/%C3%96k%C3%BCzl%C3%BC,36°34′N,34°10′E,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/%C3%96k%C3%BCzl%C3%BC_basilica.JPG/800px-%C3%96k%C3%BCzl%C3%BC_basilica.JPG,"Öküzlü is an archaeological site in Mersin Province, Turkey.
"
252,Olymos,Greek,https://en.wikipedia.org//wiki/Olymos,37°22′43″N,27°44′08″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Heinrich_Kiepert._Asia_citerior.Caria.jpg/800px-Heinrich_Kiepert._Asia_citerior.Caria.jpg,"Olymos (Ancient Greek: Ὄλμος) or Olymon (Ὄλμον) or Hylimos was a town of ancient Caria. It was a polis (city-state) and a member of the Delian League.[1]
"
253,Olympus (Lycia),Greek,https://en.wikipedia.org//wiki/Olympus_(Lycia),36°23′48″N,30°28′23″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Beyda%C4%9Flar%C4%B1_Coastal_National_Park_and_Olympos_ancient_city_3.jpg/800px-Beyda%C4%9Flar%C4%B1_Coastal_National_Park_and_Olympos_ancient_city_3.jpg,"Olympus or Olympos (Ancient Greek: Ὄλυμπος, Ólympos; Latin: Olympus) was a city in ancient Lycia. It was situated in a river valley near the coast. Its ruins are located south of the modern town Çıralı in the Kumluca district of Antalya Province, southwestern Turkey. Together with the sites of the ancient cities Phaselis and Idyros it is part of the Olympos Beydaglari National Park. The perpetual gas fires at Yanartaş are found a few kilometers to the northwest of the site.
"
254,Orestias,Greek,https://en.wikipedia.org//wiki/Orestias,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Parthenon_%2830276156187%29.jpg/800px-Parthenon_%2830276156187%29.jpg,"Orestias (Greek: Ὀρεστιάς) was an ancient Greek settlement next to the Maritsa (or Evros) river, near or at the site of present-day Edirne, and close to the current border between Turkey and Greece.[1]
"
255,Pactya,Greek,https://en.wikipedia.org//wiki/Pactya,40°29′07″N,26°46′50″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Thraciae-veteris-typvs.jpg/780px-Thraciae-veteris-typvs.jpg,"Pactya or Paktye (Ancient Greek: Πακτύη) was an ancient Greek[1] city located in ancient Thrace, on the Thracian Chersonesus. It is cited in the Periplus of Pseudo-Scylax, in its recitation of the towns of the Thracian Chersonesus, along with Aegospotami, Cressa, Crithote and then Pactya, situated 36 stadia from Cardia.[2][3][4] It is said that Miltiades founded it.[5]
Strabo places it on the Propontis between Crithote and Macron Teichos.[6] According to Herodotus, Miltiades the Elder ordered a wall built between Cardia, which was on the coast of Gulf of Melas and Pactya, which was on the Propontis side, to prevent invasion of the Chersonesus by the Apsinthii.[7] Alcibiades retired here the Athenians had for the second time deprived him of the command.[8] It was a member of the Delian League.[9]
Pliny the Elder points out that both Cardia and Pactya later joined to form Lysimachia.[10]
"
256,Padyandus,Greek,https://en.wikipedia.org//wiki/Padyandus,37°25′40″N,34°52′16″E,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Heinrich_Kiepert._Asia_citerior.Cappadocia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Cappadocia.jpg,"Padyandus or Podyandos (Ancient Greek: Παδυανδός), also Paduandus, Podandos or Podandus (Πόδανδος), and appearing corrupted in ancient sources as Opodanda, Opodandum, and Rhegepodandos (Ῥεγεποδανδός) was an ancient town in Cataonia, the southernmost part of Cappadocia, in what is today Turkey. The town was located about 40 km to the southeast of Faustinopolis, near the pass of Mount Taurus known by the name of the Cilician Gates (Ptol. v. 7. § 7.). Extended by the emperor Valens (364-378), the town is mentioned in the itineraria, but its name assumes different forms; as Paduandus (Tab. Peut.), Podandos (It. Ant. p. 145), Mansio Opodanda (It. Hieros. p. 578), and Rhegepodandos (Hierocl. p 699). The place is described by Basilius (Epist. 74) as one of the most wretched holes on earth. It is said to have derived its name from a small stream in the neighborhood. (Const. Porphyr. Vit. Basil. 36; comp. Cedren. p. 575; Jo. Scylitz. Hist. pp. 829, 844.)  Due to similarity of name, tradition assigns the location of Padyandus to that of Pozantı, a position that modern scholars only tentatively accept.[1]
"
257,Pamphylia,Greek,https://en.wikipedia.org//wiki/Pamphylia,37°N,31°E,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Nympheaum_of_Hadrian_%28Perge%29_02.jpg/800px-Nympheaum_of_Hadrian_%28Perge%29_02.jpg,"Pamphylia (Ancient Greek: Παμφυλία, Pamphylía, modern pronunciation Pamfylía /pæmˈfɪliə/) was a region in the south of Asia Minor, between Lycia and Cilicia, extending from the Mediterranean to Mount Taurus (all in modern-day Antalya province, Turkey). It was bounded on the north by Pisidia and was therefore a country of small extent, having a coast-line of only about 120 km (75 miles) with a breadth of about 50 km (30 miles). Under the Roman administration the term Pamphylia was extended so as to include Pisidia and the whole tract up to the frontiers of Phrygia and Lycaonia, and in this wider sense it is employed by Ptolemy.[1]

"
258,Parium,Greek,https://en.wikipedia.org//wiki/Parium,40°24′58″N,27°04′13″E,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Agean_Sea_map_geographical.jpg/800px-Agean_Sea_map_geographical.jpg,"
"
259,Patara (Cappadocia),Greek,https://en.wikipedia.org//wiki/Patara_(Cappadocia),40°32′38″N,39°38′54″E,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/G%C3%BCm%C3%BC%C5%9Fhane_in_Turkey.svg/800px-G%C3%BCm%C3%BC%C5%9Fhane_in_Turkey.svg.png,"Patara (Ancient Greek: Πάταρα) was a small ancient city in ancient Cappadocia or Lesser Armenia, (Tab. Peut.), later in Pontus. The city lay on the major trade road from Trapezus on the Black Sea to Satala, and thence to Lake Van.
"
260,Patara (Lycia),Greek,https://en.wikipedia.org//wiki/Patara_(Lycia),36°15′58.38″N,29°19′2.0″E,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Patara_City_Gate_2019.jpg/800px-Patara_City_Gate_2019.jpg,"Patara (Lycian: 𐊓𐊗𐊗𐊀𐊕𐊀, Pttara; Greek: Πάταρα), later renamed Arsinoe (Ἀρσινόη), was a flourishing maritime and commercial city on the south-west coast of Lycia on the Mediterranean coast of Turkey near the modern small town of Gelemiş,[1] in Antalya Province. It is the birthplace of St. Nicholas in 270 AD, who lived most of his life in the nearby town of Myra (Demre).
"
261,Percote,Greek,https://en.wikipedia.org//wiki/Percote,40°16′26″N,26°35′20″E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Troas_el.svg/520px-Troas_el.svg.png,"Percote or Perkote (Ancient Greek: Περκώτη) was a town or city of ancient Mysia on the southern (Asian) side of the Hellespont, to the northeast of Troy. Percote is mentioned a few times in Greek mythology, where it plays a very minor role each time.  It was said to be the home of a notable seer named Merops, also its ruler.  Merops was the father of Arisbe (the first wife of King Priam, and subsequently wife of King Hyrtacus), Cleite (wife of King Cyzicus), and two sons named Amphius and Adrastus who fought during the Trojan War. As an ally of Troy, Percote sent a contingent to help King Priam during the Trojan War - though this contingent was led not by Merops's sons, but by Asius, son of Hyrtacus, according to Homer's Iliad, one native from Percote was wounded in the Trojan War by Antilochus, two natives from Percote were killed in the Trojan War by Diomedes and Ullysses.[1][2]  The Meropidae (Amphius and Adrastus) instead lead a contingent from nearby Adrastea.  A nephew of Priam, named Melanippus, son of Hicetaon, herded cattle (oxen) at Percote, according to Homer.
"
262,Perga,Greek,https://en.wikipedia.org//wiki/Perga,36°57′41″N,30°51′14″E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Perge_city_overview.jpg/800px-Perge_city_overview.jpg,"Perga or Perge (Greek: Πέργη Perge, Turkish: Perge) was an ancient Greek city in Anatolia,[1] once the capital of Pamphylia Secunda, now in Antalya Province on the southwestern Mediterranean coast of Turkey. Today, it is a large site of ancient ruins 15 kilometres (9.3 mi) east of Antalya on the coastal plain. An acropolis located there dates back to the Bronze Age.[2]
"
263,Pergamon,Greek,https://en.wikipedia.org//wiki/Pergamon,39°07′57″N,27°11′03″E,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Acropolis_-_Bergama_%28Pergamon%29_-_Turkey_-_10_%285747249729%29.jpg/800px-Acropolis_-_Bergama_%28Pergamon%29_-_Turkey_-_10_%285747249729%29.jpg,"Pergamon or Pergamum (/ˈpɜːrɡəmən/ or /ˈpɜːrɡəmɒn/; Ancient Greek: Πέργαμον), also referred to by its modern Greek form Pergamos (Greek: Πέργαμος[a][1]), was a rich and powerful ancient Greek city in Mysia. It is located 26 kilometres (16 mi) from the modern coastline of the Aegean Sea on a promontory on the north side of the river Caicus (modern-day Bakırçay) and northwest of the modern city of Bergama, Turkey.
"
264,Perinthus,Greek,https://en.wikipedia.org//wiki/Perinthus,40°58′15″N,27°57′16″E,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Agean_Sea_map_geographical.jpg/800px-Agean_Sea_map_geographical.jpg,"Perinthus or Perinthos (Ancient Greek: ἡ Πέρινθος)[1][2] was a great and flourishing town of ancient Thrace, situated on the Propontis. According to John Tzetzes, it bore at an early period the name of Mygdonia (Μυγδονία). It lay 22 miles west of Selymbria and 56 miles west of Byzantium, on a small peninsula[3] of the bay which bears its name, and was built like an amphitheatre, on the declivity of a hill.[4] Its site is near modern Marmara Ereğlisi, in Turkey.[5][6]
"
265,Perrhe,Greek,https://en.wikipedia.org//wiki/Perrhe,37°47′30″N,38°18′04″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Perrhe1.jpg/800px-Perrhe1.jpg,"Perrhe (Ancient Greek: Πέρρη, also Antiochia on the Taurus) was an ancient city in the kingdom of Commagene. The remains of the city are located in the modern suburb of Örenli (previously the village of Pirin or Pirun) in the northern section of the Turkish city of Adıyaman in the province of the same name.
"
266,Pessinus,Greek,https://en.wikipedia.org//wiki/Pessinus,39°20′2″N,31°35′4″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Pessinus (Greek: Πεσσινούς or Πισσινούς) was an Ancient city and archbishopric in Asia Minor, a geographical area roughly covering modern Anatolia (Asian Turkey). The site of the city is now the modern Turkish village of Ballıhisar, in a tributary valley of the Sakarya River on the high Anatolian plateau at ca. 950 m above sea level, 13 km from the small town of Sivrihisar. Pessinus remains a Catholic (formerly double) titular see. 
"
267,Phaselis,Greek,https://en.wikipedia.org//wiki/Phaselis,36°31′25″N,30°33′08″E,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Phaselis_axb01.jpg/800px-Phaselis_axb01.jpg,"Phaselis (Ancient Greek: Φασηλίς) was a Greek and Roman city on the coast of ancient Lycia. Its ruins are located north of the modern town Tekirova in the Kemer district of Antalya Province in Turkey. It lies between the Bey Mountains and the forests of Olympos National Park, 16 kilometres (9.9 mi) south of the tourist town of Kemer and on the 57th kilometre of the Antalya–Kumluca highway. Phaselis and other ancient towns around the shore can also be accessed from the sea by daily yacht tours.
"
